AT,V,AP,RH,PE
0.094618,0.364947,0.374412,0.975871,479.61
0.653541,0.685943,0.40881,0.699598,447.28
0.728329,0.877402,0.566196,0.622654,433.56
0.880453,0.730961,0.421925,0.469035,431.54
0.231445,0.254448,0.604553,0.7,481.64
0.668839,0.869395,0.399654,0.84437,433.97
0.686402,0.488968,0.316506,0.531099,439.36
0.401983,0.416726,0.519921,0.845576,458.27
0.356657,0.264057,0.498639,0.870509,464.5
0.563739,0.630071,0.620144,0.797721,444.59
0.733994,0.792171,0.363524,0.625871,434.02
0.213314,0.226335,0.659985,0.565416,482.06
0.830312,0.76121,0.266766,0.560322,427.06
0.292635,0.346797,0.531304,0.462198,476.68
0.295467,0.27758,0.750557,0.712869,475.32
0.675921,0.792171,0.369958,0.774263,441.35
0.758924,0.649466,0.469438,0.490214,439.74
0.901416,0.801423,0.275427,0.375871,430.05
0.521813,0.576512,0.592675,0.746649,452.5
0.325496,0.448932,0.655531,0.903485,469.13
0.53711,0.364947,0.37565,0.679088,452.71
0.515297,0.554626,0.681514,0.675335,454.86
0.156657,0.27331,0.74536,0.730831,483.92
0.563739,0.710142,0.503588,0.509651,444.91
0.661473,0.595374,0.414254,0.630831,442
0.440227,0.249644,0.502103,0.564477,467.85
0.560623,0.738434,0.498144,0.38378,450.84
0.228895,0.271886,0.685474,0.975737,478.13
0.326062,0.347687,0.366988,0.711528,466.3
0.651275,0.442527,0.587231,0.503619,453.56
0.696034,0.347509,0.402128,0.351609,442.13
0.513314,0.567438,0.438258,0.85496,455.15
0.213031,0.194662,0.865875,0.719437,479.6
0.341076,0.35089,0.791141,0.781367,468.35
0.643059,0.653381,0.734719,0.427346,447.04
0.735694,0.770641,0.314279,0.450536,439.92
0.624363,0.479359,0.32195,0.608445,441.99
0.338244,0.276335,0.453353,0.767292,471.42
0.917564,0.76121,0.242762,0.409249,427.05
0.488102,0.763701,0.2878,0.812332,444.54
0.652691,0.75694,0.32195,0.522654,445.18
0.586402,0.731851,0.536996,0.502279,453.08
0.710198,0.633452,0.475377,0.433512,446.77
0.387252,0.399822,0.296709,0.752279,463.67
0.616147,0.859609,0.352388,0.824933,439.27
0.49915,0.490036,0.630042,0.476676,456.08
0.797734,0.75694,0.326652,0.48311,434.14
0.486119,0.448932,0.572136,0.661394,459.68
0.554108,1,0.33853,0.75067,434.38
0.517847,0.638968,0.672111,0.605228,451.43
0.583569,0.733096,0.25761,0.846515,435.75
0.643059,0.769929,0.526107,0.26193,447.66
0.685552,0.871352,0.564217,0.746113,435.82
0.750992,0.760854,0.463499,0.284048,433.59
0.336261,0.35089,0.792378,0.800268,467.02
0.198867,0.280783,0.803761,0.922252,474.51
0.649858,0.59484,0.420193,0.622118,444.79
0.816714,0.880961,0.409552,0.448391,437.43
0.704533,0.420996,0.383816,0.569035,441.54
0.611048,0.413523,0.286068,0.584853,440.9
0.613881,0.808363,0.341747,0.844638,432.25
0.346176,0.42331,0.683247,0.778686,467.16
0.635977,0.401601,0.271715,0.601609,439.16
0.319263,0.301779,0.587478,0.779625,462.41
0.62238,0.789146,0.393467,0.772252,443.06
0.733711,0.887367,0.428607,0.458311,440.7
0.571105,0.716192,0.574115,0.639812,447.05
0.388952,0.282384,0.063351,0.779759,463.06
0.827762,0.871352,0.461767,0.507909,429.35
0.830312,0.778826,0.413759,0.415282,429.41
0.150142,0.291459,0.729027,0.872922,487.85
0.31898,0.299288,0.546647,0.833914,461.71
0.596317,0.66121,0.57758,0.604692,447.96
0.122663,0.27153,0.564712,0.817024,481.66
0.353824,0.506406,0.587726,0.513941,465.42
0.456657,0.342883,0.263549,0.829088,458.96
0.682436,0.825089,0.427864,0.660456,434.84
0.62068,0.591815,0.579807,0.611394,447.13
0.34051,0.2379,0.166543,0.889946,469.81
0.563739,0.91637,0.341995,0.687668,438.41
0.763456,0.733096,0.326157,0.493968,432.3
0.381586,0.326512,0.777778,0.746381,463.44
0.343909,0.2379,0.271715,0.782574,468.21
0.577337,0.589502,0.445929,0.689946,449.4
0.593201,0.596085,0.571888,0.560054,448.32
0.756657,0.704626,0.32195,0.6063,431.36
0.625779,0.642527,0.398911,0.743834,438.73
0.851841,0.800712,0.329374,0.428284,438.42
0.243343,0.303915,0.528335,0.910456,480.04
0.552408,0.42758,0.675328,0.613807,455.34
0.790652,0.829359,0.388765,0.719705,431.22
0.54136,0.42331,0.699332,0.324397,455.32
0.330595,0.266726,0.465726,0.588204,474.72
0.553824,0.597687,0.630042,0.714611,443.93
0.139943,0.258719,0.381341,0.829223,484.05
0.461756,0.597687,0.586983,0.852681,454.29
0.690935,0.825089,0.426875,0.678016,430.89
0.597167,0.97669,0.333828,0.73311,446.15
0.688669,0.686477,0.620638,0.258043,441.46
0.227479,0.264413,0.411037,0.801877,479.65
0.349008,0.419217,0.465974,0.703753,464.17
0.205099,0.194662,0.854986,0.660724,479.43
0.577904,0.630071,0.626578,0.796247,444.57
0.47932,0.262633,0.502351,0.650938,454.71
0.247025,0.271886,0.686216,0.97681,477.99
0.556941,0.59484,0.596634,0.689142,446.33
0.119547,0.281317,0.666172,0.786059,488.57
0.615864,0.707473,0.57758,0.550804,446.44
0.211048,0.274377,0.760208,0.843432,471.79
0.350425,0.313701,0.353873,0.63874,468.35
0.137677,0.249288,0.678545,0.643432,488.13
0.631445,0.829359,0.42143,0.880831,443.09
0.666856,0.847509,0.365256,0.784584,436.29
0.606232,0.589502,0.447414,0.653887,448.09
0.272805,0.316192,0.544172,0.513673,477.57
0.309915,0.271886,0.681762,0.772252,466.93
0.798867,0.763523,0.346201,0.35,428.6
0.718697,0.641459,0.47711,0.275469,449.7
0.183853,0.316192,0.671368,0.771448,484.07
0.690935,0.825089,0.423163,0.662601,434.08
0.583286,0.764235,0.411532,0.776676,446.91
0.364023,0.316192,0.546399,0.27815,467.87
0.655807,0.802669,0.367236,0.682574,438.23
0.699433,0.724021,0.597377,0.479625,440.15
0.63966,0.588078,0.513734,0.742225,445.39
0.05949,0.179893,0.594655,0.81059,488.67
0.367989,0.348043,0.771344,0.886193,464.01
0.238244,0.254093,0.441227,0.502547,477.22
0.330595,0.294662,0.923286,0.541555,463.9
0.453824,0.32669,0.389755,0.712601,453.86
0.844759,0.718505,0.44395,0.335523,437.54
0.604816,0.793238,0.297699,0.578016,438.48
0.563456,0.699822,0.372185,0.707909,448.76
0.343059,0.281139,0.200198,0.781903,454.15
0.294901,0.281851,0.591933,0.746113,474.96
0.56119,0.591281,0.495917,0.556166,445.92
0.212181,0.228114,0.601336,0.615952,480.14
0.870822,0.811032,0.342984,0.235791,432.07
0.326062,0.2379,0.308834,0.843432,472.33
0.510482,0.606406,0.497154,0.880429,446.15
0.576487,0.698754,0.690918,0.575201,451.86
0.396601,0.591281,0.532541,0.864209,456.91
0.641643,0.769573,0.448651,0.684987,440.58
0.773088,0.854804,0.456818,0.425603,436.85
0.639093,0.794662,0.447414,0.622118,443.53
0.160623,0.233808,0.522643,0.694236,488.43
0.191785,0.27331,0.721356,0.830965,480.96
0.506516,0.556762,0.691166,0.616354,453.96
0.462606,0.323843,0.493442,0.28874,461.71
0.464589,0.252313,0.418708,0.608043,461.73
0.715581,0.935765,0.481317,0.684718,433.61
0.391218,0.229893,0.534769,0.689678,465.7
0.674221,0.392705,0.38926,0.38807,442.96
0.385269,0.303915,0.487751,0.820107,472.28
0.515297,0.675267,0.598119,0.503217,449.68
0.681586,0.568683,0.474388,0.248928,442.87
0.357507,0.241103,0.504578,0.599196,468.83
0.207649,0.241103,0.636724,0.862198,476.57
0.663739,0.763701,0.182381,0.705228,435.9
0.715297,0.32758,0.448651,0.228552,442.15
0.46034,0.475445,0.26825,0.999062,452.19
0.604533,0.59484,0.450878,0.763137,447.71
0.667705,0.877402,0.586983,0.747721,435.41
0.816997,0.708541,0.485523,0.224665,436.79
0.189235,0.326157,0.594902,0.805228,483.62
0.794618,0.782562,0.413759,0.478686,438.5
0.773654,0.733096,0.346696,0.324799,429.94
0.241926,0.231673,0.689928,0.656702,477.76
0.807082,0.863701,0.342242,0.396381,440.79
0.552408,0.38452,0.524375,0.496113,455.76
0.37847,0.514947,0.606038,0.623995,464.39
0.284986,0.270285,0.647612,0.918901,473.79
0.631445,0.769573,0.447414,0.660992,443.75
0.626346,0.850712,0.468201,0.89504,433.78
0.316997,0.416904,0.600099,0.799866,464.12
0.632578,0.280071,0.227914,0.173324,450.13
0.803966,0.73274,0.284583,0.480831,428.37
0.574221,0.793238,0.384063,0.634048,441.57
0.709632,0.840214,0.404108,0.842225,428.69
0.332578,0.262278,0.536501,0.749598,469.57
0.322096,0.328114,0.749567,0.477882,467
0.152691,0.266726,0.468696,0.93874,484.9
0.270822,0.287189,0.511755,0.847989,475.94
0.343343,0.254093,0.467953,0.765147,470.84
0.241076,0.266726,0.463994,0.784048,481.51
0.411048,0.454093,0.506805,0.960188,458.28
0.066572,0.179893,0.614452,0.843566,486.7
0.749292,0.837544,0.341252,0.626542,426.2
0.770255,0.788612,0.492205,0.543298,442.79
0.844759,0.764057,0.542193,0.220643,426.86
0.747309,0.760142,0.507795,0.246247,436.43
0.343343,0.264057,0.507795,0.86193,466.47
0.824646,0.975445,0.426132,0.62882,432.35
0.512181,0.785053,0.449641,0.819973,447.63
0.681303,0.904626,0.317743,0.586997,438.75
0.254958,0.342883,0.685969,0.840885,473.86
0.466006,0.793238,0.277407,0.962869,443.59
0.475921,0.671352,0.655283,0.771046,449.81
0.666572,0.716192,0.537491,0.428284,442.82
0.551558,0.807117,0.430586,0.813137,445.54
0.313598,0.328114,0.749814,0.45067,468.19
0.902833,0.76121,0.243999,0.408713,427.53
0.194051,0.343772,0.744865,0.936863,479.62
0.18272,0.27758,0.800297,0.853351,485.73
0.204533,0.273132,0.818857,0.755764,484.97
0.369405,0.249644,0.520663,0.679759,468.84
0.03966,0.23274,0.59416,0.814745,491.35
0.393768,0.248043,0.651076,0.492225,462.84
0.7,0.32758,0.460282,0.287131,440.31
0.350425,0.272776,0.54046,0.661126,471.52
0.34221,0.35089,0.785697,0.760456,467.74
0.235411,0.292171,0.50829,0.642225,477.67
0.547025,0.685943,0.40683,0.946113,447.64
0.704533,0.68274,0.415986,0.616488,439.69
0.505382,0.653737,0.657511,0.700536,449.13
0.613598,0.789146,0.414996,0.848123,442.23
0.422096,0.270285,0.286068,0.751743,464.13
0.096317,0.185587,0.483791,0.922118,485.17
0.745609,0.760854,0.487751,0.256702,435.85
0.292635,0.349466,0.767384,0.853083,476.6
0.620113,0.780605,0.466221,0.638338,437.15
0.784986,0.889146,0.240782,0.60429,433.39
0.330878,0.292171,0.439743,0.506434,467.92
0.748725,0.718505,0.507548,0.526944,438.47
0.415581,0.763701,0.281613,0.996381,449.7
0.345609,0.309253,0.89755,0.573056,466.15
0.644476,0.736477,0.633754,0.695845,435.03
0.768555,0.823488,0.339025,0.585523,438.96
0.507082,0.32153,0.413017,0.538204,456.24
0.26204,0.287189,0.499876,0.861126,476.24
0.6,0.630071,0.620638,0.709249,447.62
0.511615,0.405338,0.59515,0.75067,451.14
0.622096,0.602313,0.47216,0.730831,440.08
0.543343,0.440569,0.394209,0.943834,448.07
0.241076,0.27847,0.69661,0.934853,467.81
0.705666,0.56121,0.352141,0.442091,435.16
0.360907,0.346619,0.765652,0.831635,465.14
0.087252,0.364947,0.363524,0.989142,482.69
0.50085,0.37847,0.500371,0.837131,451.31
0.641076,0.602313,0.605543,0.481099,445.82
0.175071,0.190747,0.672853,0.772654,481.35
0.72153,0.463879,0.45954,0.346113,450.53
0.691785,0.599822,0.378867,0.715416,440.18
0.216714,0.285409,0.838654,0.831367,480.82
0.373938,0.251957,0.60975,0.62252,468.02
0.652975,0.678114,0.46053,0.619571,441.68
0.528612,0.58363,0.595892,0.576944,453.99
0.716147,0.425979,0.2732,0.475067,437.44
0.273938,0.192527,0.597377,0.483378,469.44
0.170822,0.261744,0.588716,0.295845,488.7
0.401133,0.486833,0.787676,0.541689,462.64
0.785836,0.753203,0.296709,0.30992,428.77
0.278187,0.270285,0.74239,0.825201,474.67
0.59915,0.349644,0.478099,0.338472,450.37
0.334278,0.273132,0.729275,0.634182,475.23
0.576771,0.802669,0.449889,0.764209,441.14
0.386402,0.638968,0.667657,0.719169,456.59
0.659207,0.63452,0.423658,0.63874,437.31
0.656374,0.829537,0.339025,0.871984,432.06
0.531445,0.347687,0.383568,0.497721,456.18
0.298017,0.241103,0.602574,0.727614,472.49
0.183569,0.190747,0.680277,0.750268,483.26
0.670255,0.614947,0.42539,0.691957,439.84
0.747592,0.736477,0.630042,0.464075,433.46
0.771671,0.8,0.456323,0.629223,437.16
0.714448,0.707473,0.570403,0.26193,441.62
0.72068,0.848221,0.526107,0.575871,439.78
0.818697,0.827224,0.37565,0.62319,425.16
0.541926,0.420996,0.396437,0.827882,448.18
0.205382,0.327936,0.573125,0.747453,482.8
0.707932,0.59573,0.205642,0.529088,445.76
0.678754,0.713879,0.623113,0.347319,440.96
0.423796,0.454448,0.503588,0.78874,459.91
0.28102,0.223488,0.374412,0.631635,472.51
0.507365,0.722064,0.436526,0.758177,446.84
0.64051,0.733096,0.226429,0.792761,434.18
0.477904,0.601068,0.595645,0.690751,452.85
0.351558,0.35089,0.751547,0.788874,466.47
0.623229,0.571886,0.560257,0.604558,448.72
0.172805,0.234875,0.583766,0.581501,485.95
0.552691,0.349644,0.478594,0.460858,452.75
0.649858,0.488968,0.311309,0.590483,442.6
0.708215,0.555338,0.514477,0.48311,442.94
0.684986,0.435231,0.570651,0.442359,452.09
0.248725,0.282918,0.376392,0.974665,474.76
0.128045,0.297331,0.281119,0.690885,484.57
0.57932,0.347509,0.411284,0.715416,447.07
0.39915,0.26032,0.349913,0.709517,465.5
0.604249,0.583986,0.395942,0.754155,444.51
0.500567,0.59484,0.611482,0.846649,450.55
0.32238,0.347331,0.61173,0.930161,467.68
0.724929,0.791459,0.249691,0.682574,430.54
0.78187,0.603381,0.457065,0.359383,441.99
0.663173,0.827224,0.417966,0.581769,438.71
0.580737,0.8,0.404108,0.857507,437.83
0.165156,0.301068,0.386043,0.775603,483.74
0.364589,0.331495,0.754021,0.820777,461.91
0.377054,0.419217,0.467953,0.634987,462.59
0.542493,0.638968,0.670626,0.559786,448.77
0.11728,0.251246,0.303638,0.50992,486.07
0.660623,0.575267,0.359812,0.708713,437.8
0.276771,0.272242,0.596634,0.959383,466.42
0.521246,0.601068,0.571888,0.600804,448.79
0.420113,0.31637,0.64687,0.768365,459
0.199717,0.201957,0.810443,0.725067,478.88
0.507365,0.385587,0.475377,0.868633,458.59
0.183003,0.234875,0.583519,0.550134,485.31
0.803966,0.760142,0.446919,0.332172,431.25
0.516997,0.554626,0.680277,0.664879,455.99
0.32153,0.321174,0.582529,0.722654,465.6
0.628895,0.713523,0.526602,0.234048,443.81
0.225779,0.261032,0.604801,0.892091,480.59
0.426062,0.300356,0.607275,0.542225,472.63
0.377054,0.245552,0.338035,0.68941,463.78
0.64136,0.731851,0.528335,0.436863,449.22
0.207649,0.303915,0.534274,0.891019,481.46
0.685836,0.770641,0.342489,0.665282,440.12
0.556657,0.467082,0.445929,0.681635,457.28
0.322096,0.264769,0.591933,0.819705,469.35
0.112748,0.237011,0.601336,0.601877,487.4
0.332861,0.435409,0.349418,0.86193,466.33
0.287252,0.297331,0.634249,0.793164,467.91
0.207932,0.332206,0.484039,0.752145,474.26
0.769122,0.73274,0.238802,0.412466,429.48
0.550142,0.448932,0.607028,0.585791,453.95
0.252691,0.266726,0.479584,0.859115,477.23
0.12153,0.248577,0.433309,0.935389,491.37
0.671105,0.685943,0.408562,0.665684,444.26
0.773088,0.904626,0.331354,0.464611,435.97
0.588385,0.582918,0.544172,0.737668,448.32
0.501983,0.73274,0.515466,0.74933,451.19
0.51728,0.461566,0.470428,0.925737,450.46
0.655807,0.92847,0.380104,0.737802,433.4
0.545892,0.672064,0.510765,0.971046,443.51
0.303966,0.326157,0.603069,0.777882,470.04
0.136827,0.174911,0.666667,0.676273,484.03
0.424079,0.210676,0.47216,0.581501,471.24
0.672805,0.89395,0.605791,0.586461,442.2
0.345892,0.273843,0.573125,0.604424,470.48
0.783003,0.794662,0.430339,0.541153,437.82
0.769405,0.953025,0.465726,0.8437,430.98
0.121813,0.237011,0.60975,0.719437,482.97
0.756941,0.425979,0.270725,0.457507,438.17
0.847025,0.777224,0.393467,0.318499,441.15
0.867989,0.338256,0.300916,0.252145,429.81
0.813598,0.851423,0.185103,0.651609,430.2
0.374221,0.286833,0.551844,0.444102,456.04
0.654391,0.59306,0.379362,0.767426,435.96
0.577904,0.789146,0.415739,0.95563,440.14
0.643059,0.707473,0.576342,0.4937,447.46
0.484136,0.617616,0.572383,0.614209,451.5
0.756374,0.902669,0.370948,0.70563,438.28
0.738527,0.887367,0.456323,0.447051,439.33
0.63796,0.423488,0.261569,0.475603,441.2
0.525496,0.571886,0.531304,0.769437,452.28
0.264589,0.271886,0.686959,0.970375,477.79
0.548159,0.450178,0.525612,0.632842,455.86
0.811898,0.809075,0.445929,0.286595,444.39
0.846176,0.868327,0.45558,0.407239,434.61
0.509632,0.42331,0.69265,0.486863,461.78
0.864589,0.755694,0.376639,0.427882,427.84
0.47762,0.588968,0.589953,0.832976,447.16
0.782153,0.779004,0.35709,0.663271,437.75
0.737394,0.817794,0.366988,0.719705,431.37
0.588669,0.706406,0.531304,0.49437,444.6
0.242776,0.27847,0.690671,0.920912,465.9
0.184419,0.254093,0.446424,0.705764,479.69
0.808215,0.816548,0.199208,0.559383,431.18
0.299433,0.358541,0.5756,0.748123,470.46
0.266856,0.326335,0.571888,0.887265,476.04
0.633994,0.383808,0.507548,0.319437,446.3
0.803399,0.884698,0.303885,0.406568,438.89
0.756091,0.817794,0.238802,0.586997,435.7
0.367422,0.235231,0.597129,0.76193,460.54
0.273938,0.281851,0.49468,0.864343,478.34
0.220397,0.166014,0.860183,0.667024,478.88
0.527195,0.630071,0.61272,0.824531,447.85
0.536827,0.59484,0.602079,0.713003,447.07
0.332011,0.273132,0.765652,0.482976,474.7
0.923229,0.935765,0.419203,0.432976,430.87
0.900567,0.871352,0.480574,0.135389,428.62
0.119547,0.281317,0.666172,0.786059,488.57
0.75949,0.789146,0.415244,0.49008,437.52
0.507365,0.345552,0.405345,0.182574,464.54
0.275637,0.274199,0.723583,0.776676,465.61
0.498017,0.618149,0.430339,0.774129,452.57
0.220397,0.209609,0.517446,0.633914,474.74
0.29745,0.271886,0.688443,0.925469,475.65
0.617564,0.686477,0.495174,0.824397,441.57
0.164306,0.250178,0.792873,0.659651,475.55
0.473088,0.588968,0.601831,0.838338,448.39
0.16204,0.325445,0.635734,0.526676,479.15
0.246176,0.486833,0.82727,0.797319,468.01
0.656657,0.59484,0.581044,0.557641,439.2
0.122946,0.261744,0.675823,0.55067,494.3
0.813881,0.748932,0.531552,0.09933,431.35
0.329462,0.249644,0.495917,0.787265,469.67
0.834561,0.861388,0.256867,0.61555,430.32
0.405666,0.26032,0.350161,0.736327,465.25
0.826062,0.753203,0.314774,0.33941,425.35
0.384136,0.319929,0.543182,0.734718,460.02
0.550708,0.738434,0.497402,0.470375,455.72
0.370538,0.257295,0.503341,0.763137,470.19
0.13711,0.274199,0.71517,0.848257,482.9
0.805949,0.840214,0.349171,0.535523,425.71
0.903683,0.79395,0.499876,0.228686,431.99
0.192351,0.274199,0.467953,0.856434,480.82
0.770255,0.889146,0.215541,0.614879,432.65
0.232578,0.286121,0.605791,0.698257,479.63
0.763173,0.699822,0.351646,0.466622,437.94
1,0.775445,0.330116,0.074933,429.25
0.800283,0.745374,0.612225,0.375737,435.02
0.817847,0.788612,0.494185,0.41555,438.68
0.80085,0.85516,0.452363,0.513405,434.95
0.146459,0.266726,0.470923,0.927078,484.19
0.775071,0.850712,0.420193,0.474665,432.07
0.569972,0.631317,0.616432,0.764745,443.89
0.376771,0.325801,0.474388,0.887265,467.82
0.676204,0.797331,0.210097,0.808713,433.92
0.811048,0.549466,0.30438,0.41126,429.34
0.525496,0.710142,0.466221,0.606434,445.67
0.698584,0.392705,0.400891,0.393834,439.4
0.342493,0.252313,0.349418,0.747587,471.16
0.566572,0.621174,0.570156,0.882306,441.85
0.205949,0.304804,0.43999,0.801475,481.46
0.864023,0.935765,0.427122,0.490751,430.15
0.740793,0.85516,0.450878,0.621582,435.93
0.210198,0.303915,0.530809,0.920107,481.29
0.675637,0.635587,0.497649,0.61193,446.05
0.492635,0.638968,0.671368,0.535791,455.2
0.651558,0.614057,0.635239,0.47748,444.89
0.631445,0.62153,0.378867,0.485925,449.79
0.751275,0.76121,0.290522,0.61193,431.27
0.501983,0.444128,0.416234,0.923592,449.59
0.780737,0.879359,0.410294,0.403351,434.2
0.641076,0.791459,0.308092,0.734718,430.3
0.836827,0.746619,0.515961,0.174263,439.81
0.769688,0.663701,0.401138,0.362735,438.45
0.545042,0.671352,0.584014,0.880295,447.45
0.65779,0.621174,0.618906,0.623056,438.24
0.367422,0.514947,0.595645,0.576005,463.75
0.663739,0.748932,0.511507,0.339812,438.99
0.421813,0.454093,0.549864,0.960992,456.18
0.414448,0.494662,0.542687,0.666622,458.49
0.66204,0.829537,0.341995,0.86193,432.88
0.614731,0.420285,0.537986,0.214477,454.06
0.531161,0.695552,0.478842,0.369035,458.97
0.703116,0.32758,0.456323,0.318231,440.95
0.724929,0.778826,0.210591,0.762869,426.18
0.711048,0.711388,0.527097,0.336997,443.6
0.62153,0.75694,0.330611,0.597989,445.22
0.735977,0.780605,0.494185,0.270107,435.06
0.725212,0.670996,0.46053,0.39866,445.02
0.174788,0.323132,0.731502,0.966756,481.93
0.288102,0.341993,0.583024,0.713673,477.56
0.716431,0.851423,0.249443,0.859517,430.87
0.315014,0.358541,0.553823,0.827212,469.83
0.484419,0.349644,0.495174,0.459115,456.12
0.710765,0.731673,0.286563,0.390751,432.95
0.355524,0.260498,0.575848,0.579491,460.42
0.1983,0.323843,0.546894,0.749866,482.52
0.468839,0.494662,0.50532,0.772386,458.47
0.273938,0.223488,0.385548,0.603083,472.9
0.683003,0.861388,0.207374,0.92118,432
0.260623,0.326157,0.589211,0.749598,477.3
0.694051,0.731673,0.322692,0.513941,432.89
0.231728,0.297331,0.640683,0.805898,471.6
0.312465,0.274733,0.842861,0.593834,475.59
0.545609,0.742171,0.29077,0.812332,446.05
0.450142,0.234164,0.674585,0.593029,455.5
0.355524,0.282918,0.699579,0.641689,462.25
0.628612,0.581673,0.455085,0.653619,447.16
0.293484,0.288612,0.519673,0.850134,463.03
0.503399,0.440569,0.418956,0.999196,449.44
0.67762,0.73274,0.425142,0.407641,437.07
0.624363,0.869395,0.423163,0.76622,441.66
0.698017,0.856584,0.431081,0.653753,433.44
0.54221,0.347509,0.435288,0.568499,450.39
0.551841,0.599288,0.485028,0.786461,445.37
0.354391,0.814591,0.667657,0.718365,460.02
0.505382,0.685943,0.405098,0.985523,444.9
0.744476,0.935765,0.598367,0.608847,436.94
0.908215,0.817794,0.37169,0.186595,435.89
0.337394,0.289324,0.451621,0.673324,455.52
0.216997,0.285409,0.831477,0.835657,479.68
0.860623,0.778826,0.187082,0.303753,425.21
0.47932,0.375801,0.353873,0.719437,450.74
0.121246,0.325445,0.694383,0.611126,485.96
0.640793,0.745374,0.621133,0.652949,436.5
0.663739,0.73274,0.227171,0.746113,433.86
0.692635,0.825089,0.413264,0.730563,430.79
0.689518,0.692349,0.498391,0.458579,439.11
0.168839,0.292883,0.985647,0.633244,479.4
0.73966,0.670996,0.44197,0.264075,442.87
0.844476,0.688434,0.446672,0.447319,439.09
0.301983,0.349644,0.616432,0.934182,467.18
0.838527,0.868327,0.390002,0.575603,430.37
0.873088,0.883096,0.235833,0.194504,432.79
0.571105,0.582918,0.527592,0.809249,448.91
0.591218,0.595374,0.426132,0.767292,443.86
0.255241,0.342883,0.686711,0.867292,473.23
0.865722,0.770641,0.310814,0.300536,430.35
0.257224,0.274911,0.814897,0.745576,478.23
0.669688,0.795018,0.453106,0.763003,430.2
0.25779,0.302135,0.716159,0.930697,470.91
0.139943,0.249822,0.455085,0.875067,483.77
0.553824,0.36032,0.50829,0.778552,456.85
0.613031,0.36032,0.49369,0.641555,454.92
0.063173,0.179893,0.609255,0.828284,486.86
0.384986,0.2379,0.192527,0.725871,469.18
0.672238,0.423488,0.266023,0.292761,443.55
0.589235,0.614057,0.649097,0.5437,441.2
0.192918,0.254448,0.551596,0.858311,482.99
0.340793,0.282918,0.69364,0.659249,462.46
0.552408,0.777402,0.236823,0.641555,440.97
0.757224,0.586655,0.519921,0.319571,439.28
0.525212,0.748932,0.550606,0.585255,447.64
0.643909,0.713523,0.529077,0.203887,446.26
0.114164,0.27153,0.635734,0.766354,482.1
0.698584,0.785587,0.411284,0.528954,433.89
0.254391,0.323843,0.550854,0.636059,479.64
0.467139,0.33274,0.620144,0.505094,456.32
0.764306,0.767794,0.498144,0.499732,432.51
0.602266,0.420996,0.400396,0.784718,444.22
0.833994,0.87153,0.152685,0.5937,432.22
0.463173,0.26032,0.367236,0.602949,463.69
0.65864,0.871352,0.523633,0.582574,437.27
0.705382,0.605516,0.528335,0.548123,439.33
0.698017,0.89395,0.607028,0.656032,436.89
0.47762,0.399822,0.302648,0.769571,454.47
0.240227,0.260498,0.707003,0.87185,479.58
0.105099,0.248577,0.416976,0.934182,492.39
0.611898,0.517082,0.494185,0.597319,454.68
0.796034,0.881495,0.259094,0.586863,434.93
0.513031,0.38452,0.530314,0.584584,459.39
0.709348,0.679715,0.503836,0.365684,444.39
0.616997,0.591815,0.616679,0.551206,448.09
0.592351,0.68274,0.488493,0.758445,448.56
0.523796,0.66121,0.620391,0.665013,451.86
0.430312,0.351068,0.510517,0.841287,458.94
0.200567,0.2879,0.652809,0.768231,483.82
0.305949,0.292349,0.567434,0.889276,461.37
0.767422,0.828826,0.356347,0.525603,427.41
0.104249,0.233808,0.477357,0.720777,490.84
0.314448,0.297331,0.631279,0.81689,466.05
0.216431,0.285409,0.852512,0.819035,475.49
0.726912,0.79395,0.387033,0.444504,431.11
0.112748,0.253559,0.711458,0.802279,489.6
0.569688,0.420996,0.40584,0.844504,443.31
0.715581,0.715836,0.476367,0.514343,442.71
0.532295,0.738434,0.499629,0.494906,451.44
0.819263,0.792349,0.547142,0.446917,426.79
0.694051,0.413523,0.241277,0.462198,440.06
0.514731,0.42331,0.709478,0.513807,457.54
0.552408,0.592527,0.489483,0.587131,451.96
0.273938,0.341993,0.582529,0.731769,478.53
0.609632,0.85089,0.485523,0.881099,436.33
0.346742,0.273132,0.580797,0.576676,465.74
0.233711,0.166014,0.86637,0.618901,477.68
0.143059,0.281317,0.673843,0.718231,490.23
0.766572,0.56637,0.376145,0.519169,435.57
0.652125,0.659075,0.426627,0.598123,442.2
0.243909,0.259786,0.799802,0.94008,470.81
0.728045,0.68274,0.422668,0.543968,440.81
0.627762,0.770641,0.340015,0.687265,441.53
0.71983,0.764057,0.592675,0.527078,436.81
0.275637,0.349466,0.739421,0.740349,482.34
0.556091,0.420285,0.532294,0.384182,454.5
0.659773,0.642527,0.369958,0.672788,447.27
0.595751,0.649644,0.439,0.35,442.72
0.686119,0.788612,0.463252,0.471716,449.54
0.484136,0.588968,0.5902,0.832306,449.32
0.281586,0.301779,0.554071,0.692895,470.44
0.724079,0.902669,0.362039,0.852011,433.34
0.450992,0.32669,0.40683,0.685255,453.94
0.515581,0.556762,0.689928,0.655496,457.01
0.172238,0.249288,0.578817,0.792225,483.82
0.275354,0.280783,0.810195,0.844236,469.04
0.330028,0.285409,0.657511,0.618901,467.4
0.33796,0.248932,0.542687,0.695979,471.11
0.33881,0.316192,0.587478,0.490214,468.45
0.52238,0.612811,0.554566,0.765818,453.81
0.253258,0.274911,0.570156,0.719973,474.71
